"alt","src","href","description","type","subtitle","tags"
"White_Zinnia_Angustifolia 3D Model","https://res.cloudinary.com/dtml8icqh/image/upload/v1760783588/Squidman_hbfjb6.png","https://sketchfab.com/models/07a518bbd3c844d483a5494dacc123f6/embed","White Zinnia Angustifolia","mfp-iframe","Low-poly floral asset for Blender environments","3D Flora Model Video"
